"code"	"d_z"	"check_code"	"name"	"automatic"	"license_type_code"	"d_lic"	"code"	"short_name"
61	Исключение вида продукции	2052	Дата и время фиксации уведомления об устранении нарушений		21	производство, хранение и поставки произведенного вина, игристого вина, плодовой алкогольной продукции, плодовых алкогольных напитков без добавления этилового спирта, виноградосодержащих напитков без добавления этилового спирта, плодовых сброженных материалов	21	ПХП_ВИНО
62	Изменения места нахождения заявителя	2052	Дата и время фиксации уведомления об устранении нарушений		21	производство, хранение и поставки произведенного вина, игристого вина, плодовой алкогольной продукции, плодовых алкогольных напитков без добавления этилового спирта, виноградосодержащих напитков без добавления этилового спирта, плодовых сброженных материалов	21	ПХП_ВИНО
63	Причина переоформления не указана	2052	Дата и время фиксации уведомления об устранении нарушений		21	производство, хранение и поставки произведенного вина, игристого вина, плодовой алкогольной продукции, плодовых алкогольных напитков без добавления этилового спирта, виноградосодержащих напитков без добавления этилового спирта, плодовых сброженных материалов	21	ПХП_ВИНО
2	Заявление о продлении	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
4	Заявление о прекращении	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
5	Заявление о возобновлении	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
7	Заявление о выдаче лицензии	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
20	Реорганизация	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
21	Изменение наименования организации	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
23	Изменение адреса электронной почты	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
24	Изменение адресообразующих элементов	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
25	Приведение в соответствие с законодательством	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
26	Включение нового ОП	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
27	Изменение/уточнение местонахождения ОП	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
28	Включение нового вида продукции	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
30	Устранение технических ошибок	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
40	Изменение КПП организации	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
44	Исключение ОП	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
45	Исключение помещений	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
46	Изменение КПП по месту осуществления деятельности	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
61	Исключение вида продукции	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
62	Изменения места нахождения заявителя	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
63	Причина переоформления не указана	2052	Дата и время фиксации уведомления об устранении нарушений		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		8	закупка, хранение и поставки алкогольной продукции	8	ЗХП_АП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		9	закупка, хранение и поставки спиртосодержащей пищевой продукции	9	ЗХП_ССПП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		10	закупка, хранение и поставки спиртосодержащей непищевой продукции	10	ЗХП_ССНП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		3	производство, хранение и поставки произведенной сельскохозяйственными производителями винодельческой продукции	3	ПХП_СХП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		6	производство, хранение и поставки спиртосодержащей непищевой продукции	6	ПХП_ССНП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		7	производство этилового спирта для производства фармацевтической субстанции спирта этилового (этанола)	7	ПХП_ФАРМ
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		21	производство, хранение и поставки произведенного вина, игристого вина, плодовой алкогольной продукции, плодовых алкогольных напитков без добавления этилового спирта, виноградосодержащих напитков без добавления этилового спирта, плодовых сброженных материалов	21	ПХП_ВИНО
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		12	хранение алкогольной продукции	12	Х_АП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		13	хранение спиртосодержащей пищевой продукции	13	Х_ССПП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		14	хранение спиртосодержащей непищевой продукции	14	Х_ССНП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		15	перевозки этилового спирта	15	Т_ЭС
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		19	розничная продажа алкогольной продукции при оказании услуг общественного питания	19	РПО
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		20	временное разрешение на завершение полного цикла производства дистиллятов или право на завершение выдержки винодельческой продукции, а также право на хранение и поставку дистиллятов или винодельческой продукции	20	ВРЗ
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
62	Изменения места нахождения заявителя	2034	Запрос на проверку государственной регистрации ИП	true	1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		3	производство, хранение и поставки произведенной сельскохозяйственными производителями винодельческой продукции	3	ПХП_СХП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		6	производство, хранение и поставки спиртосодержащей непищевой продукции	6	ПХП_ССНП
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		7	производство этилового спирта для производства фармацевтической субстанции спирта этилового (этанола)	7	ПХП_ФАРМ
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		21	производство, хранение и поставки произведенного вина, игристого вина, плодовой алкогольной продукции, плодовых алкогольных напитков без добавления этилового спирта, виноградосодержащих напитков без добавления этилового спирта, плодовых сброженных материалов	21	ПХП_ВИНО
63	Причина переоформления не указана	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		2	производство, хранение и поставки произведенной алкогольной продукции	2	ПХП_АП
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		3	производство, хранение и поставки произведенной сельскохозяйственными производителями винодельческой продукции	3	ПХП_СХП
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		6	производство, хранение и поставки спиртосодержащей непищевой продукции	6	ПХП_ССНП
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		7	производство этилового спирта для производства фармацевтической субстанции спирта этилового (этанола)	7	ПХП_ФАРМ
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		21	производство, хранение и поставки произведенного вина, игристого вина, плодовой алкогольной продукции, плодовых алкогольных напитков без добавления этилового спирта, виноградосодержащих напитков без добавления этилового спирта, плодовых сброженных материалов	21	ПХП_ВИНО
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
3	Заявление о переоформлении	2023	Запрос на проверку уплаты государственной пошлины		19	розничная продажа алкогольной продукции при оказании услуг общественного питания	19	РПО
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		2	производство, хранение и поставки произведенной алкогольной продукции	2	ПХП_АП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		3	производство, хранение и поставки произведенной сельскохозяйственными производителями винодельческой продукции	3	ПХП_СХП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		7	производство этилового спирта для производства фармацевтической субстанции спирта этилового (этанола)	7	ПХП_ФАРМ
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		21	производство, хранение и поставки произведенного вина, игристого вина, плодовой алкогольной продукции, плодовых алкогольных напитков без добавления этилового спирта, виноградосодержащих напитков без добавления этилового спирта, плодовых сброженных материалов	21	ПХП_ВИНО
27	Изменение/уточнение местонахождения ОП	2023	Запрос на проверку уплаты государственной пошлины		3	производство, хранение и поставки произведенной сельскохозяйственными производителями винодельческой продукции	3	ПХП_СХП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		12	хранение алкогольной продукции	12	Х_АП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		13	хранение спиртосодержащей пищевой продукции	13	Х_ССПП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		14	хранение спиртосодержащей непищевой продукции	14	Х_ССНП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
62	Изменения места нахождения заявителя	2035	Запрос на проверку статуса ИП	true	1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
6	Заявление о получении временного разрешения	2023	Запрос на проверку уплаты государственной пошлины		20	временное разрешение на завершение полного цикла производства дистиллятов или право на завершение выдержки винодельческой продукции, а также право на хранение и поставку дистиллятов или винодельческой продукции	20	ВРЗ
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		19	розничная продажа алкогольной продукции при оказании услуг общественного питания	19	РПО
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		20	временное разрешение на завершение полного цикла производства дистиллятов или право на завершение выдержки винодельческой продукции, а также право на хранение и поставку дистиллятов или винодельческой продукции	20	ВРЗ
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		2	производство, хранение и поставки произведенной алкогольной продукции	2	ПХП_АП
6	Заявление о получении временного разрешения	2022	Запрос на проверку наличия/отсутствия штрафов	true	20	временное разрешение на завершение полного цикла производства дистиллятов или право на завершение выдержки винодельческой продукции, а также право на хранение и поставку дистиллятов или винодельческой продукции	20	ВРЗ
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		3	производство, хранение и поставки произведенной сельскохозяйственными производителями винодельческой продукции	3	ПХП_СХП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
63	Причина переоформления не указана	1001	Дата регистрации заявления о выдаче/продлении лицензии		18	розничная продажа алкогольной продукции	18	РПА
62	Изменения места нахождения заявителя	2036	Запрос на проверку постановки ИП на учет в налоговом органе	true	1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
62	Изменения места нахождения заявителя	2023	Запрос на проверку уплаты государственной пошлины		1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
62	Изменения места нахождения заявителя	2002	Экспертиза документов		1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
62	Изменения места нахождения заявителя	2041	Решение о выдаче лицензии (продлении/переоформлении/возобновлении/прекращении)		1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		6	производство, хранение и поставки спиртосодержащей непищевой продукции	6	ПХП_ССНП
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		7	производство этилового спирта для производства фармацевтической субстанции спирта этилового (этанола)	7	ПХП_ФАРМ
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		21	производство, хранение и поставки произведенного вина, игристого вина, плодовой алкогольной продукции, плодовых алкогольных напитков без добавления этилового спирта, виноградосодержащих напитков без добавления этилового спирта, плодовых сброженных материалов	21	ПХП_ВИНО
63	Причина переоформления не указана	2023	Запрос на проверку уплаты государственной пошлины		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
2	Заявление о продлении	2023	Запрос на проверку уплаты государственной пошлины		13	хранение спиртосодержащей пищевой продукции	13	Х_ССПП
2	Заявление о продлении	2023	Запрос на проверку уплаты государственной пошлины		14	хранение спиртосодержащей непищевой продукции	14	Х_ССНП
2	Заявление о продлении	2023	Запрос на проверку уплаты государственной пошлины		19	розничная продажа алкогольной продукции при оказании услуг общественного питания	19	РПО
7	Заявление о выдаче лицензии	2023	Запрос на проверку уплаты государственной пошлины		8	закупка, хранение и поставки алкогольной продукции	8	ЗХП_АП
7	Заявление о выдаче лицензии	2023	Запрос на проверку уплаты государственной пошлины		9	закупка, хранение и поставки спиртосодержащей пищевой продукции	9	ЗХП_ССПП
7	Заявление о выдаче лицензии	2023	Запрос на проверку уплаты государственной пошлины		10	закупка, хранение и поставки спиртосодержащей непищевой продукции	10	ЗХП_ССНП
7	Заявление о выдаче лицензии	2023	Запрос на проверку уплаты государственной пошлины		12	хранение алкогольной продукции	12	Х_АП
7	Заявление о выдаче лицензии	2023	Запрос на проверку уплаты государственной пошлины		13	хранение спиртосодержащей пищевой продукции	13	Х_ССПП
7	Заявление о выдаче лицензии	2023	Запрос на проверку уплаты государственной пошлины		14	хранение спиртосодержащей непищевой продукции	14	Х_ССНП
7	Заявление о выдаче лицензии	2023	Запрос на проверку уплаты государственной пошлины		19	розничная продажа алкогольной продукции при оказании услуг общественного питания	19	РПО
50	Изменение КПП	2023	Запрос на проверку уплаты государственной пошлины		9	закупка, хранение и поставки спиртосодержащей пищевой продукции	9	ЗХП_ССПП
20	Реорганизация	2023	Запрос на проверку уплаты государственной пошлины		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
50	Изменение КПП	2023	Запрос на проверку уплаты государственной пошлины		10	закупка, хранение и поставки спиртосодержащей непищевой продукции	10	ЗХП_ССНП
21	Изменение наименования организации	2023	Запрос на проверку уплаты государственной пошлины		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
2	Заявление о продлении	2022	Запрос на проверку наличия/отсутствия штрафов	true	1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
23	Изменение адреса электронной почты	2023	Запрос на проверку уплаты государственной пошлины		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
7	Заявление о выдаче лицензии	2023	Запрос на проверку уплаты государственной пошлины		1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
25	Приведение в соответствие с законодательством	2023	Запрос на проверку уплаты государственной пошлины		22	Производство вина с защищенным географическим указанием, с защищенным наименованием места происхождения	22	ПХП_ВИНО_ЗГУ
7	Заявление о выдаче лицензии	2022	Запрос на проверку наличия/отсутствия штрафов	true	1	производство, хранение и поставки произведенного этилового спирта	1	ПХП_ЭС
2	Заявление о продлении	2023	Запрос на проверку уплаты государственной пошлины		2	производство, хранение и поставки произведенной алкогольной продукции	2	ПХП_АП
2	Заявление о продлении	2022	Запрос на проверку наличия/отсутствия штрафов	true	4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
2	Заявление о продлении	2022	Запрос на проверку наличия/отсутствия штрафов	true	2	производство, хранение и поставки произведенной алкогольной продукции	2	ПХП_АП
2	Заявление о продлении	2022	Запрос на проверку наличия/отсутствия штрафов	true	8	закупка, хранение и поставки алкогольной продукции	8	ЗХП_АП
2	Заявление о продлении	2022	Запрос на проверку наличия/отсутствия штрафов	true	9	закупка, хранение и поставки спиртосодержащей пищевой продукции	9	ЗХП_ССПП
2	Заявление о продлении	2022	Запрос на проверку наличия/отсутствия штрафов	true	10	закупка, хранение и поставки спиртосодержащей непищевой продукции	10	ЗХП_ССНП
2	Заявление о продлении	2022	Запрос на проверку наличия/отсутствия штрафов	true	12	хранение алкогольной продукции	12	Х_АП
